4.04,-1.0,1,start
13.24,-9.64,0.75,turgay
12.8,-10,0.4,terence
10.2,-9.0,0.4,charis
-6.0,-3.7,0.4,michael
-10.0,-2.5,0.4,pravesh
-8.82,-2.0,1.4,byron
-12.3,-2.0,0.4,hima
-11.8,-1.13,1.4,matthew
-15.3,-0.123,1.4,rhameez
-23.5,0.8,0.4,benjamin
-25.4,1.3,0.4,clint
-15.1,-1.21,0.4,richard
-18.1,-1.15,0.4,igor
-17.6,1.22,1.4,steven
-22.2,-0.321,0.4,blessing
-24.7,2.09,1.4,diane
